HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N1.HOG0000363	OG0000303	-	ctg60_7|hypothetical									ctg109_13|hypothetical					ctg21_7|hypothetical					
N1.HOG0000364	OG0000304	-	ctg60_8|hypothetical									ctg109_14|hypothetical					ctg21_8|hypothetical					
N1.HOG0000365	OG0000305	-	ctg60_9|biosynthetic-additional									ctg109_15|biosynthetic-additional					ctg21_9|biosynthetic-additional					
N1.HOG0000366	OG0000306	-	ctg60_10|hypothetical									ctg109_16|hypothetical					ctg21_10|hypothetical					
N1.HOG0000367	OG0000307	-	ctg60_11|biosynthetic-additional									ctg109_17|biosynthetic-additional					ctg21_11|biosynthetic-additional					
N1.HOG0000368	OG0000308	-	ctg60_14|hypothetical									ctg109_18|hypothetical					ctg21_14|hypothetical					
N1.HOG0000369	OG0000309	-	ctg60_15|hypothetical									ctg109_19|hypothetical					ctg21_15|hypothetical					
N1.HOG0000370	OG0000311	-	ctg175_8|hypothetical								O9275_14065|hypothetical						ctg50_8|hypothetical					
N1.HOG0000371	OG0000312	-	ctg68_31|biosynthetic-additional				ctg36_2|biosynthetic-additional					ctg109_9|biosynthetic-additional										
N1.HOG0000372	OG0000313	-	ctg52_36|hypothetical			ctg432_16|hypothetical						ctg21_24|hypothetical										
N1.HOG0000373	OG0000314	-	ctg52_53|hypothetical																O9299_10790|hypothetical			O9336_14615|hypothetical
N1.HOG0000374	OG0000315	-	ctg31_18|hypothetical				ctg151_15|hypothetical										ctg188_18|hypothetical					
N1.HOG0000375	OG0000316	-	ctg31_23|biosynthetic-additional				ctg151_20|biosynthetic-additional										ctg188_23|biosynthetic-additional					
N1.HOG0000376	OG0000317	-	ctg31_25|hypothetical				ctg151_22|hypothetical										ctg188_25|hypothetical					
N1.HOG0000377	OG0000318	-	ctg35_69|hypothetical			ctg682_12|hypothetical											ctg168_9|hypothetical					
N1.HOG0000378	OG0000319	-	ctg156_2|hypothetical														ctg25_5|hypothetical		O9299_17905|hypothetical			
N1.HOG0000379	OG0000320	-	ctg156_10|hypothetical											ctg1209_34|hypothetical			ctg25_16|hypothetical					
N1.HOG0000380	OG0000321	-		ctg80_17|hypothetical								ctg166_33|hypothetical								O9334_13500|hypothetical		
N1.HOG0000381	OG0000322	-		ctg55_39|hypothetical															O9299_17915|hypothetical	O9334_10165|hypothetical		
N1.HOG0000382	OG0000323	-		ctg64_5|biosynthetic	ctg562_3|biosynthetic															O9334_16495|biosynthetic		
N1.HOG0000383	OG0000324	-		ctg83_19|hypothetical														O9290_04870|hypothetical		O9334_06820|hypothetical		
N1.HOG0000384	OG0000325	-		ctg83_39|biosynthetic-additional			ctg221_35|biosynthetic-additional													O9334_06920|biosynthetic-additional		
N1.HOG0000385	OG0000326	-		ctg83_40|hypothetical			ctg221_34|hypothetical													O9334_06925|hypothetical		
N1.HOG0000386	OG0000327	-			ctg489_2|hypothetical										O9326_22440|hypothetical	ctg148_5|hypothetical						
N1.HOG0000387	OG0000328	-			ctg560_10|hypothetical													O9290_11935|hypothetical			O9324_10740|hypothetical	
N1.HOG0000388	OG0000329	-			ctg404_4|biosynthetic									ctg30_4|biosynthetic				O9290_08300|biosynthetic				
N1.HOG0000389	OG0000330	-			ctg138_4|other			O9329_24315|hypothetical				ctg71_33|other										
N1.HOG0000390	OG0000331	-			ctg138_16|biosynthetic-additional													O9290_00910|biosynthetic-additional			O9324_18470|biosynthetic-additional	
N1.HOG0000391	OG0000332	-			ctg639_27|hypothetical														O9299_05455|hypothetical			O9336_11245|hypothetical
N1.HOG0000392	OG0000333	-			ctg246_15|hypothetical			O9329_10165|hypothetical				ctg108_2|hypothetical										
N1.HOG0000393	OG0000334	-			ctg11_1|hypothetical	ctg456_1|hypothetical							O9338_07810|hypothetical									
N1.HOG0000394	OG0000335	-			ctg212_23|hypothetical					O9300_08555|hypothetical		ctg21_27|hypothetical										
N1.HOG0000395	OG0000336	-			ctg212_24|hypothetical					O9300_08550|hypothetical		ctg21_28|hypothetical										
N1.HOG0000396	OG0000337	-				ctg217_8|hypothetical												O9290_11940|hypothetical			O9324_10815|hypothetical	
N1.HOG0000397	OG0000338	-				ctg527_21|hypothetical							O9338_13170|hypothetical					O9290_23370|hypothetical				
N1.HOG0000398	OG0000339	-				ctg104_16|other							O9338_13745|other					O9290_00565|other				
N1.HOG0000399	OG0000340	-				ctg35_5|hypothetical								ctg1648_6|hypothetical				O9290_04860|hypothetical				
N1.HOG0000400	OG0000341	-				ctg148_28|hypothetical										ctg188_7|hypothetical		O9290_00970|hypothetical				
N1.HOG0000401	OG0000342	-				ctg148_29|regulatory										ctg188_8|regulatory		O9290_00965|regulatory				
N1.HOG0000402	OG0000343	-				ctg46_28|hypothetical													O9299_05420|hypothetical			O9336_11210|hypothetical
N1.HOG0000403	OG0000344	-				ctg202_1|hypothetical							O9338_09205|hypothetical					O9290_07550|hypothetical				
N1.HOG0000404	OG0000345	-				ctg405_2|biosynthetic, ctg202_7|biosynthetic							O9338_09235|biosynthetic									
N1.HOG0000405	OG0000346	-				ctg202_14|biosynthetic-additional						ctg269_2|biosynthetic-additional	O9338_09270|biosynthetic-additional									
N1.HOG0000406	OG0000347	-					ctg221_3|hypothetical												O9299_01440|hypothetical			O9336_07410|hypothetical
N1.HOG0000407	OG0000348	-					ctg221_4|hypothetical												O9299_01435|hypothetical			O9336_07405|hypothetical
N1.HOG0000408	OG0000349	-					ctg221_5|hypothetical												O9299_01430|hypothetical			O9336_07400|hypothetical
N1.HOG0000409	OG0000350	-					ctg221_6|biosynthetic-additional												O9299_01425|biosynthetic-additional			O9336_07395|biosynthetic-additional
N1.HOG0000410	OG0000351	-					ctg221_7|hypothetical												O9299_01420|hypothetical			O9336_07390|hypothetical
N1.HOG0000411	OG0000352	-					ctg221_8|hypothetical												O9299_01415|hypothetical			O9336_07385|hypothetical
N1.HOG0000412	OG0000353	-					ctg221_9|other												O9299_01410|other			O9336_07380|other
N1.HOG0000413	OG0000354	-					ctg221_10|hypothetical												O9299_01405|hypothetical			O9336_07375|hypothetical
N1.HOG0000414	OG0000355	-					ctg221_16|transport												O9299_01380|transport			O9336_07350|transport
N1.HOG0000415	OG0000356	-					ctg221_17|hypothetical												O9299_01375|hypothetical			O9336_07345|hypothetical
N1.HOG0000416	OG0000357	-					ctg221_18|hypothetical					ctg5_3|hypothetical							O9299_01370|hypothetical			
N1.HOG0000417	OG0000358	-					ctg221_19|hypothetical												O9299_01365|hypothetical			O9336_07340|hypothetical
N1.HOG0000418	OG0000359	-					ctg221_20|hypothetical												O9299_01360|hypothetical			O9336_07335|hypothetical
N1.HOG0000419	OG0000360	-					ctg221_25|hypothetical												O9299_01340|hypothetical			O9336_07315|hypothetical
N1.HOG0000420	OG0000361	-					ctg221_26|biosynthetic-additional												O9299_01335|biosynthetic-additional			O9336_07310|biosynthetic-additional
N1.HOG0000421	OG0000366	-						O9329_22225|hypothetical				ctg16_48|hypothetical						O9290_08295|hypothetical				
N1.HOG0000422	OG0000367	-						O9329_22230|hypothetical				ctg16_47|hypothetical			O9326_03865|hypothetical							
N1.HOG0000423	OG0000368	-						O9329_04830|hypothetical				ctg26_41|hypothetical								O9334_06850|hypothetical		
N1.HOG0000424	OG0000369	-						O9329_16040|hypothetical							O9326_07255|hypothetical	ctg194_9|hypothetical						
N1.HOG0000425	OG0000377	-									O9275_16990|hypothetical				O9326_06165|hypothetical						O9324_21705|hypothetical	
N1.HOG0000426	OG0000378	-										ctg109_23|hypothetical							O9299_10810|hypothetical			O9336_14595|hypothetical
N1.HOG0000427	OG0000379	-										ctg107_1|hypothetical							O9299_05450|hypothetical			O9336_11240|hypothetical
N1.HOG0000428	OG0000380	-										ctg180_50|hypothetical			O9326_07275|hypothetical	ctg194_14|hypothetical						
N1.HOG0000429	OG0000381	-										ctg26_26|hypothetical			O9326_10360|hypothetical	ctg160_21|hypothetical						
N1.HOG0000430	OG0000382	-											O9338_13180|hypothetical						O9299_07760|hypothetical			O9336_12255|hypothetical
N1.HOG0000431	OG0000383	-											O9338_13185|hypothetical						O9299_07755|hypothetical			O9336_12250|hypothetical
N1.HOG0000432	OG0000384	-												ctg46_7|biosynthetic-additional, ctg1366_1|hypothetical, ctg49_1|biosynthetic								
N1.HOG0000433	OG0000385	-												ctg49_5|hypothetical, ctg206_3|hypothetical, ctg1162_1|biosynthetic								
N1.HOG0000434	OG0000386	-													O9326_07115|biosynthetic-additional	ctg234_1|biosynthetic-additional					O9324_24170|biosynthetic-additional	
N1.HOG0000435	OG0000387	-													O9326_07140|hypothetical	ctg234_7|hypothetical, ctg234_8|hypothetical						
N1.HOG0000436	OG0000388	-													O9326_09980|hypothetical	ctg304_5|hypothetical					O9324_00075|hypothetical	
N1.HOG0000437	OG0000389	-													O9326_03845|hypothetical			O9290_26385|hypothetical			O9324_19170|hypothetical	
N1.HOG0000438	OG0000390	-														ctg304_1|hypothetical, ctg304_4|hypothetical, ctg304_6|hypothetical						
N1.HOG0000439	OG0000391	-																O9290_26270|hypothetical	O9299_05440|hypothetical			O9336_11230|hypothetical
N1.HOG0000440	OG0000392	-																O9290_23345|hypothetical	O9299_05615|hypothetical			O9336_11405|hypothetical
N1.HOG0000441	OG0000393	-																O9290_23350|hypothetical	O9299_05610|hypothetical			O9336_11400|hypothetical
N1.HOG0000442	OG0000394	-	ctg10_23|biosynthetic-additional														ctg86_9|biosynthetic-additional					
N1.HOG0000443	OG0000395	-	ctg60_1|biosynthetic-additional														ctg21_1|biosynthetic-additional					
N1.HOG0000444	OG0000396	-	ctg60_12|hypothetical														ctg21_12|hypothetical					
N1.HOG0000445	OG0000397	-	ctg114_7|other														ctg125_7|other					
N1.HOG0000446	OG0000398	-	ctg175_1|hypothetical														ctg50_1|hypothetical					
N1.HOG0000447	OG0000399	-	ctg175_3|hypothetical														ctg50_3|hypothetical					
N1.HOG0000448	OG0000400	-	ctg175_4|hypothetical														ctg50_4|hypothetical					
N1.HOG0000449	OG0000401	-	ctg175_5|hypothetical														ctg50_5|hypothetical					
N1.HOG0000450	OG0000402	-	ctg175_6|hypothetical														ctg50_6|hypothetical					
N1.HOG0000451	OG0000403	-	ctg175_7|biosynthetic-additional														ctg50_7|biosynthetic-additional					
N1.HOG0000452	OG0000404	-	ctg175_11|hypothetical														ctg50_11|hypothetical					
N1.HOG0000453	OG0000405	-	ctg68_11|biosynthetic-additional				ctg36_22|biosynthetic-additional															
N1.HOG0000454	OG0000406	-	ctg68_12|hypothetical				ctg36_21|hypothetical															
N1.HOG0000455	OG0000407	-	ctg68_13|hypothetical				ctg36_20|hypothetical															
N1.HOG0000456	OG0000408	-	ctg68_15|hypothetical				ctg36_18|hypothetical															
N1.HOG0000457	OG0000409	-	ctg68_16|hypothetical				ctg36_17|hypothetical															
N1.HOG0000458	OG0000410	-	ctg68_17|hypothetical				ctg36_16|hypothetical															
N1.HOG0000459	OG0000411	-	ctg68_18|hypothetical				ctg36_15|hypothetical															
N1.HOG0000460	OG0000412	-	ctg68_19|hypothetical				ctg36_14|hypothetical															
N1.HOG0000461	OG0000413	-	ctg68_20|biosynthetic-additional				ctg36_12|biosynthetic-additional															
N1.HOG0000462	OG0000414	-	ctg68_21|hypothetical				ctg36_11|hypothetical															
N1.HOG0000463	OG0000415	-	ctg68_33|hypothetical															O9290_07570|hypothetical				
N1.HOG0000464	OG0000416	-	ctg68_34|hypothetical															O9290_07565|hypothetical				
N1.HOG0000465	OG0000417	-	ctg31_7|biosynthetic-additional														ctg188_7|biosynthetic-additional					
N1.HOG0000466	OG0000418	-	ctg31_10|hypothetical														ctg188_10|hypothetical					
N1.HOG0000467	OG0000419	-	ctg31_24|hypothetical														ctg188_24|hypothetical					
N1.HOG0000468	OG0000420	-	ctg35_44|hypothetical														ctg168_34|hypothetical					
N1.HOG0000469	OG0000421	-	ctg35_74|hypothetical														ctg168_4|hypothetical					
N1.HOG0000470	OG0000422	-	ctg156_4|hypothetical														ctg25_8|hypothetical					
N1.HOG0000471	OG0000423	-	ctg156_5|hypothetical														ctg25_9|hypothetical					
N1.HOG0000472	OG0000424	-	ctg156_8|biosynthetic														ctg25_14|biosynthetic					
N1.HOG0000473	OG0000425	-		ctg68_9|hypothetical, ctg207_1|hypothetical																		
N1.HOG0000474	OG0000426	-		ctg80_2|hypothetical																O9334_13425|hypothetical		
N1.HOG0000475	OG0000427	-		ctg80_13|hypothetical																O9334_13480|hypothetical		
N1.HOG0000476	OG0000428	-		ctg80_20|hypothetical																O9334_13520|hypothetical		
N1.HOG0000477	OG0000429	-		ctg80_22|hypothetical																O9334_13525|hypothetical		
N1.HOG0000478	OG0000430	-		ctg64_4|hypothetical																O9334_16490|hypothetical		
N1.HOG0000479	OG0000431	-		ctg15_1|biosynthetic																O9334_07500|biosynthetic		
N1.HOG0000480	OG0000432	-		ctg15_2|biosynthetic																O9334_07505|biosynthetic		
N1.HOG0000481	OG0000433	-		ctg15_3|hypothetical																O9334_07510|hypothetical		
N1.HOG0000482	OG0000434	-		ctg15_5|hypothetical																O9334_07515|hypothetical		
N1.HOG0000483	OG0000435	-		ctg83_13|hypothetical																O9334_06790|hypothetical		
N1.HOG0000484	OG0000436	-		ctg83_14|hypothetical																O9334_06795|hypothetical		
N1.HOG0000485	OG0000437	-		ctg83_15|hypothetical																O9334_06800|hypothetical		
N1.HOG0000486	OG0000438	-		ctg83_17|hypothetical																O9334_06810|hypothetical		
N1.HOG0000487	OG0000439	-		ctg83_20|hypothetical																O9334_06825|hypothetical		
N1.HOG0000488	OG0000440	-		ctg83_32|hypothetical																O9334_06885|hypothetical		
N1.HOG0000489	OG0000441	-		ctg83_33|hypothetical																O9334_06890|hypothetical		
N1.HOG0000490	OG0000442	-		ctg83_34|hypothetical																O9334_06895|hypothetical		
N1.HOG0000491	OG0000443	-		ctg83_35|hypothetical																O9334_06900|hypothetical		
N1.HOG0000492	OG0000444	-		ctg83_36|transport																O9334_06905|transport		
N1.HOG0000493	OG0000445	-		ctg83_37|hypothetical																O9334_06910|hypothetical		
N1.HOG0000494	OG0000446	-		ctg217_3|hypothetical																O9334_00360|hypothetical		
N1.HOG0000495	OG0000447	-		ctg217_4|hypothetical																O9334_00355|hypothetical		
N1.HOG0000496	OG0000448	-		ctg217_5|biosynthetic-additional																O9334_00350|biosynthetic-additional		
N1.HOG0000497	OG0000449	-		ctg217_6|hypothetical																O9334_00340|hypothetical		
N1.HOG0000498	OG0000450	-		ctg217_7|hypothetical																O9334_00335|hypothetical		
N1.HOG0000499	OG0000451	-		ctg217_10|hypothetical																O9334_00320|hypothetical		
N1.HOG0000500	OG0000452	-		ctg217_11|hypothetical																O9334_00315|hypothetical		
N1.HOG0000501	OG0000453	-		ctg217_12|hypothetical																O9334_00310|hypothetical		
N1.HOG0000502	OG0000454	-		ctg217_13|hypothetical																O9334_00305|hypothetical		
N1.HOG0000503	OG0000455	-		ctg158_59|hypothetical																O9334_08745|hypothetical		
N1.HOG0000504	OG0000456	-		ctg158_60|hypothetical																O9334_08740|hypothetical		
N1.HOG0000505	OG0000457	-		ctg158_61|hypothetical																O9334_08735|hypothetical		
N1.HOG0000506	OG0000458	-		ctg158_62|hypothetical																O9334_08730|hypothetical		
N1.HOG0000507	OG0000459	-			ctg569_9|other					O9300_01875|other												
N1.HOG0000508	OG0000460	-			ctg569_10|other					O9300_01870|other												
N1.HOG0000509	OG0000461	-			ctg569_11|hypothetical					O9300_01865|hypothetical												
N1.HOG0000510	OG0000462	-			ctg569_12|hypothetical					O9300_01860|hypothetical												
N1.HOG0000511	OG0000463	-			ctg138_1|hypothetical							ctg71_36|hypothetical										
N1.HOG0000512	OG0000464	-			ctg138_2|hypothetical							ctg71_35|hypothetical										
N1.HOG0000513	OG0000465	-			ctg138_3|hypothetical							ctg71_34|hypothetical										
N1.HOG0000514	OG0000466	-			ctg138_9|hypothetical																O9324_18510|hypothetical	
N1.HOG0000515	OG0000467	-			ctg138_14|biosynthetic-additional																O9324_18485|biosynthetic-additional	
N1.HOG0000516	OG0000468	-			ctg138_15|hypothetical																O9324_18480|hypothetical	
N1.HOG0000517	OG0000469	-			ctg138_18|hypothetical, ctg138_17|hypothetical																	
N1.HOG0000518	OG0000470	-			ctg639_3|hypothetical											ctg35_29|hypothetical						
N1.HOG0000519	OG0000471	-			ctg246_2|hypothetical		ctg57_6|hypothetical															
N1.HOG0000520	OG0000472	-			ctg246_4|biosynthetic-additional		ctg57_9|biosynthetic-additional															
N1.HOG0000521	OG0000473	-			ctg246_8|biosynthetic-additional		ctg57_18|biosynthetic-additional															
N1.HOG0000522	OG0000474	-			ctg246_9|hypothetical		ctg57_19|hypothetical															
N1.HOG0000523	OG0000475	-			ctg246_17|hypothetical			O9329_10160|hypothetical														
N1.HOG0000524	OG0000476	-			ctg246_18|biosynthetic-additional		ctg57_21|biosynthetic-additional															
N1.HOG0000525	OG0000477	-			ctg246_19|regulatory		ctg57_22|regulatory															
N1.HOG0000526	OG0000478	-			ctg431_22|hypothetical		ctg130_10|hypothetical															
N1.HOG0000527	OG0000479	-			ctg431_23|hypothetical		ctg130_11|hypothetical															
N1.HOG0000528	OG0000480	-			ctg431_24|hypothetical		ctg130_12|hypothetical															
N1.HOG0000529	OG0000481	-			ctg11_5|hypothetical																O9324_24145|hypothetical	
N1.HOG0000530	OG0000482	-			ctg212_27|hypothetical	ctg432_11|hypothetical																
N1.HOG0000531	OG0000483	-				ctg725_3|hypothetical							O9338_19585|hypothetical									
N1.HOG0000532	OG0000484	-				ctg104_4|hypothetical							O9338_13685|hypothetical									
N1.HOG0000533	OG0000485	-				ctg35_4|hypothetical												O9290_04865|hypothetical				
N1.HOG0000534	OG0000486	-				ctg202_3|biosynthetic-additional							O9338_09215|biosynthetic-additional									
N1.HOG0000535	OG0000487	-				ctg202_4|biosynthetic-additional							O9338_09220|biosynthetic-additional									
N1.HOG0000536	OG0000488	-				ctg202_5|biosynthetic-additional							O9338_09225|biosynthetic-additional									
N1.HOG0000537	OG0000489	-				ctg202_6|hypothetical							O9338_09230|hypothetical									
N1.HOG0000538	OG0000490	-				ctg202_8|biosynthetic-additional							O9338_09240|biosynthetic-additional									
N1.HOG0000539	OG0000491	-				ctg202_13|hypothetical							O9338_09265|hypothetical									
N1.HOG0000540	OG0000492	-				ctg202_18|hypothetical							O9338_09285|hypothetical									
N1.HOG0000541	OG0000493	-				ctg202_19|hypothetical							O9338_09290|hypothetical									
N1.HOG0000542	OG0000494	-				ctg202_20|hypothetical							O9338_09295|hypothetical									
N1.HOG0000543	OG0000495	-				ctg202_21|hypothetical							O9338_09300|hypothetical									
N1.HOG0000544	OG0000496	-				ctg202_23|hypothetical							O9338_09310|hypothetical									
N1.HOG0000545	OG0000497	-				ctg202_25|hypothetical							O9338_09320|hypothetical									
N1.HOG0000546	OG0000498	-						O9329_24305|biosynthetic				ctg71_29|biosynthetic										
N1.HOG0000547	OG0000499	-						O9329_22210|hypothetical				ctg16_51|hypothetical										
N1.HOG0000548	OG0000500	-						O9329_22215|hypothetical				ctg16_50|hypothetical										
N1.HOG0000549	OG0000501	-						O9329_22220|hypothetical				ctg16_49|hypothetical										
N1.HOG0000550	OG0000502	-						O9329_10170|hypothetical				ctg108_3|hypothetical										
N1.HOG0000551	OG0000503	-						O9329_10175|biosynthetic				ctg108_4|biosynthetic										
N1.HOG0000552	OG0000504	-						O9329_09325|hypothetical		O9300_09040|hypothetical												
N1.HOG0000553	OG0000505	-						O9329_08420|hypothetical				ctg105_1|hypothetical										
N1.HOG0000554	OG0000514	-										ctg93_11|hypothetical				ctg221_6|hypothetical						
N1.HOG0000555	OG0000515	-										ctg166_30|hypothetical									O9324_11150|hypothetical	
N1.HOG0000556	OG0000516	-										ctg26_35|hypothetical				ctg4_16|hypothetical						
N1.HOG0000557	OG0000517	-										ctg327_17|hypothetical				ctg304_10|hypothetical						
N1.HOG0000558	OG0000518	-										ctg151_42|hypothetical						O9290_07505|hypothetical				
N1.HOG0000559	OG0000519	-										ctg16_74|hypothetical							O9299_06765|hypothetical			
N1.HOG0000560	OG0000520	-											O9338_19570|hypothetical					O9290_00365|hypothetical				
N1.HOG0000561	OG0000521	-												ctg30_3|hypothetical				O9290_08305|hypothetical				
N1.HOG0000562	OG0000522	-												ctg1209_5|hypothetical, ctg1209_23|hypothetical								
N1.HOG0000563	OG0000523	-													O9326_23805|hypothetical	ctg122_11|hypothetical						
N1.HOG0000564	OG0000524	-													O9326_10970|hypothetical, O9326_10965|biosynthetic-additional							
N1.HOG0000565	OG0000525	-													O9326_10985|hypothetical, O9326_10980|hypothetical							
N1.HOG0000566	OG0000526	-													O9326_09985|hypothetical						O9324_00080|hypothetical	
N1.HOG0000567	OG0000527	-													O9326_13265|biosynthetic	ctg3_1|biosynthetic						
N1.HOG0000568	OG0000528	-													O9326_02760|hypothetical	ctg221_25|hypothetical						
N1.HOG0000569	OG0000529	-													O9326_22425|hypothetical	ctg148_1|hypothetical						
N1.HOG0000570	OG0000530	-														ctg188_11|hypothetical, ctg112_13|hypothetical						
N1.HOG0000571	OG0000531	-														ctg160_1|hypothetical		O9290_20240|hypothetical				
N1.HOG0000572	OG0000532	-														ctg4_4|hypothetical, ctg4_9|hypothetical						
N1.HOG0000573	OG0000533	-														ctg4_8|hypothetical					O9324_10460|hypothetical	
N1.HOG0000574	OG0000534	-														ctg4_10|hypothetical					O9324_10465|hypothetical	
N1.HOG0000575	OG0000535	-														ctg4_11|hypothetical					O9324_10470|hypothetical	
N1.HOG0000576	OG0000536	-															ctg25_20|biosynthetic-additional		O9299_17890|biosynthetic-additional			
N1.HOG0000577	OG0000537	-																O9290_18990|hypothetical			O9324_21665|hypothetical	
N1.HOG0000578	OG0000538	-																O9290_18995|hypothetical			O9324_21660|hypothetical	
N1.HOG0000579	OG0000539	-																O9290_19000|hypothetical			O9324_21655|hypothetical	
N1.HOG0000580	OG0000540	-																O9290_19005|hypothetical			O9324_21650|hypothetical	
N1.HOG0000581	OG0000541	-																O9290_07615|other, O9290_07620|other				
N1.HOG0000582	OG0000542	-																allorf_01049_01237|biosynthetic-additional, O9290_00885|hypothetical				
N1.HOG0000583	OG0000543	-																O9290_00940|hypothetical, O9290_00930|hypothetical				
N1.HOG0000584	OG0000544	-																O9290_08280|hypothetical, O9290_08290|hypothetical				
N1.HOG0000585	OG0000545	-																O9290_20230|hypothetical, O9290_20245|hypothetical				
N1.HOG0000586	OG0000546	-																	O9299_03905|hypothetical			O9336_11475|hypothetical
N1.HOG0000587	OG0000547	-																	O9299_03910|hypothetical			O9336_11480|hypothetical
N1.HOG0000588	OG0000548	-																	O9299_03920|hypothetical			O9336_11490|hypothetical
N1.HOG0000589	OG0000549	-																	O9299_05565|hypothetical			O9336_11355|hypothetical
N1.HOG0000590	OG0000550	-																	O9299_05570|hypothetical			O9336_11360|hypothetical
N1.HOG0000591	OG0000551	-																	O9299_05575|biosynthetic-additional			O9336_11365|biosynthetic-additional
N1.HOG0000592	OG0000552	-																	O9299_05580|hypothetical			O9336_11370|hypothetical
N1.HOG0000593	OG0000553	-																	O9299_05590|hypothetical			O9336_11380|hypothetical
N1.HOG0000594	OG0000554	-																	O9299_05595|hypothetical			O9336_11385|hypothetical
N1.HOG0000595	OG0000555	-																	O9299_05600|hypothetical			O9336_11390|hypothetical
N1.HOG0000596	OG0000556	-																	O9299_05605|hypothetical			O9336_11395|hypothetical
N1.HOG0000597	OG0000557	-																	O9299_05620|hypothetical			O9336_11410|hypothetical
N1.HOG0000598	OG0000558	-																	O9299_07670|hypothetical			O9336_12165|hypothetical
N1.HOG0000599	OG0000559	-																	O9299_07735|hypothetical			O9336_12230|hypothetical
N1.HOG0000600	OG0000560	-																	O9299_07740|hypothetical			O9336_12235|hypothetical
N1.HOG0000601	OG0000561	-																	O9299_07750|hypothetical			O9336_12245|hypothetical
N1.HOG0000602	OG0000562	-																	O9299_07770|regulatory			O9336_12265|regulatory
N1.HOG0000603	OG0000563	-																	O9299_07775|regulatory			O9336_12270|regulatory
N1.HOG0000604	OG0000564	-																	O9299_07780|hypothetical			O9336_12275|hypothetical
N1.HOG0000605	OG0000565	-																	O9299_10795|hypothetical			O9336_14610|hypothetical
N1.HOG0000606	OG0000566	-																	O9299_10805|hypothetical			O9336_14600|hypothetical
N1.HOG0000607	OG0000567	-																	O9299_10820|hypothetical			O9336_14585|hypothetical
N1.HOG0000608	OG0000568	-																	O9299_10850|hypothetical			O9336_14555|hypothetical
N1.HOG0000609	OG0000569	-																	O9299_19135|hypothetical			O9336_00750|hypothetical
